title,source,url,published_at,summary,image_url,country,topic,political_bias
Pressure grows on UK's Starmer over Epstein fallout,Yahoo News Singapore,https://sg.news.yahoo.com/pressure-grows-uks-starmer-over-104049054.html,2026-02-12,"British Prime Minister Keir Starmer was scrambling to shore up his premiership Monday, as he prepared to face lawmakers furious that his government has become embroiled in the Jeffrey Epstein scandal....",https://s.yimg.com/os/en/afp.com.sg/8fe8cf4f1bb3d39293e77eb6dd0c66b4,Singapore,Politics,leaning-left
"Indian farm unions, opposition vow to fight India-US trade pact",Yahoo News Singapore,https://sg.news.yahoo.com/finance/news/indian-farm-unions-opposition-vow-103110159.html,2026-02-12,"and Mayank Bhardwaj NEW DELHI, Feb 9 (Reuters) - Indian farm unions and opposition parties have called for nationwide protests against the new India-U.S. trade framework, saying it risks hurting ​the farm sector by allowing more U.S. imports, although the government says key staples are ‌protected....",https://s.yimg.com/os/en/reuters.com/a36a12f74d27e78de8c9dbbe74ec2208,Singapore,Politics,center
India January consumer inflation likely rose to 2.4% on food and gold prices: Reuters Poll,Yahoo News Singapore,https://sg.news.yahoo.com/finance/news/india-january-consumer-inflation-likely-101910677.html,2026-02-12,"BENGALURU, Feb 9 (Reuters) - India's annual consumer inflation rate likely rose for a third consecutive month to 2.4% in January, according to a Reuters poll of economists, as firming food prices ​and higher gold and silver coincided with fading favourable base effects....",https://s.yimg.com/os/en/reuters.com/b61c4bf22f2ba7df86f2825c742d6555,Singapore,Business,center
India's Gujarat state signs agreement with Musk's Starlink,Yahoo News Singapore,https://sg.news.yahoo.com/news/articles/indias-gujarat-state-signs-agreement-100049397.html,2026-02-12,"The Starlink logo is seen in front of the Indian flag in this illustration taken, June 21, 2023. REUTERS/Dado Ruvic/Illustration",https://s.yimg.com/os/en/reuters.com/da6df791f020bc7b31ef9fe8913cec89,Singapore,Politics,center
'Just Look': Ex-GOP Strategist Warns Republicans That 'Flailing' Trump Will Cost Them,Yahoo News Singapore,https://sg.news.yahoo.com/news/articles/just-look-ex-gop-strategist-100002936.html,2026-02-12,Former Republican strategist Stuart Stevens is warning the GOP that President Donald Trump is costing the party a core voting demographic in the run-up to this year’s midterm elections....,https://s.yimg.com/os/en/the_huffington_post_584/03f2ce7e0a2b1eb9772fc9d3f2026a8c,Singapore,Politics,leaning-left
Thailand's Anutin rides wave of nationalism to election victory,Yahoo News Singapore,https://sg.news.yahoo.com/thailands-anutin-readies-coalition-talks-210448527.html,2026-02-12,Thailand's caretaker premier Anutin Charnvirakul was preparing for coalition talks Monday after his conservative Bhumjaithai Party surged to a stunning election victory on a wave of nationalism....,https://s.yimg.com/os/en/afp.com.sg/52126d0eede99bb508768f5b71b1de72,Singapore,Politics,center
Japan’s Takaichi secures historic supermajority in landslide election victory,Yahoo News Singapore,https://sg.news.yahoo.com/news/articles/japanese-prime-minister-takaichi-party-112914449.html,2026-02-12,"Japan’s conservative Prime Minister Sanae Takaichi swept to a landslide victory in a snap election on Sunday, marking a historic turnaround for her party, which had been hemorrhaging voter support in recent years — until she stepped to the helm....",https://s.yimg.com/os/en/cnn_articles_875/e10ce0c8161cdbf77d9513bba65f2f1e,Singapore,Politics,left
Meta criticises EU antitrust move against WhatsApp block on AI rivals,Yahoo News Singapore,https://sg.news.yahoo.com/finance/news/meta-criticises-eu-antitrust-move-091828701.html,2026-02-12,"BRUSSELS, Feb 9 (Reuters) - Meta Platforms on Monday ​criticised EU regulators after ‌they charged the U.S. tech ‌giant with breaching antitrust rules and threaten to halt its block on ⁠AI rivals ‌on its messaging service WhatsApp....",https://s.yimg.com/os/en/reuters.com/e883487deabd47423b7e7a317582c4f2,Singapore,Technology,center
"UOB extends opening hours, goes appointment-only for gold purchases at main branch counters",Yahoo News Singapore,https://sg.news.yahoo.com/uob-extends-opening-hours-goes-083330687.html,2026-02-12,"UOB customers who wish to buy or convert their holdings into physical gold at the bank’s main branch will have a larger window of time to do so from Feb 13. They will also have to make an appointment for these services, said UOB in a statement on Feb 9, amid a recent surge in demand for physical...",https://s.yimg.com/ny/api/res/1.2/yoxNWdE6dCjnE7MjlprIKQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU7Y2Y9d2VicA--/https://media.zenfs.com/en/straits_times_442/c637519a1ff527645b4de1130fb2cd2d,Singapore,Health,leaning-left
"Gold, silver extend gains on softer dollar; investors eye US economic data",Yahoo News Singapore,https://sg.news.yahoo.com/finance/news/gold-extends-gains-softer-dollar-035346711.html,2026-02-12,"Feb 9 (Reuters) - Gold and silver extended gains on Monday, with the yellow metal trading just above $5,000 per ounce as the ​dollar dipped, while investors awaited key U.S. jobs and inflation data ‌due later in the week to gauge the interest rate trajectory....",https://s.yimg.com/os/en/reuters.com/d2803c88e4dad9cb77221a8fd45041ee,Singapore,Business,center
"Alibaba's overloaded AI chatbot stops issuing coupons, asks shoppers for patience",Yahoo News Singapore,https://sg.news.yahoo.com/news/articles/alibabas-overloaded-ai-chatbot-stops-074505841.html,2026-02-12,"BEIJING, Feb 9 (Reuters) - Alibaba's artificial intelligence chatbot Qwen has temporarily stopped issuing coupons due to customer overload, hampering ​a new campaign to promote the tool's capabilities beyond simply ‌answering questions to assist shopping....",https://s.yimg.com/os/en/reuters.com/68fb435b730c79779d3d3e1fc1ba9c3e,Singapore,Technology,center
A young lawyer is taking Pakistan’s government to court over ‘period tax.’ She hopes the case will break sexual health taboos,CNN,https://www.cnn.com/2026/02/10/asia/pakistan-pink-tax-womens-rights-intl-cmd,2026-02-10,"For years, Mahnoor Omer didn’t talk about it. Every time the topic arose, her school friends in Islamabad, the Pakistani capital, flushed with embarrassment, Omer recalled. “This happened so many times. A class fellow of mine would get her period during class,” she told CNN late last year....","https://media.cnn.com/api/v1/images/stellar/prod/2014-02-25t120000z-1391763790-gm1ea2p0sb001-rtrmadp-3-pakistan-sex-education.JPG?c=16x9&q=w_800,c_fill",United States,Crime,left
Fact check: Trump’s threat to block the new US-Canada bridge,CNN,https://www.cnn.com/2026/02/10/politics/bridge-us-canada-trump-fact-check,2026-02-10,"President Donald Trump threatened in a Monday social media post to block the opening of a major new US-Canada bridge over the Detroit River. But Trump’s post about the Gordie Howe International Bridge included misleading claims and important omissions – even if you ignore his laughable claim that,...","https://media.cnn.com/api/v1/images/stellar/prod/2025-02-05t165827z-1855904454-rc2docavd31c-rtrmadp-3-canada-politics.jpg?c=16x9&q=w_800,c_fill",United States,Politics,leaning-left
Russia targets another critical part of Ukraine’s infrastructure: Its railways,CNN,https://www.cnn.com/2026/02/10/europe/ukraines-railway-russia-target-intl,2026-02-10,"In the midst of a blizzard sweeping across central Ukraine last month, Iryna Vlasenko had a dilemma. She needed to get her 7-year-old daughter, who was seriously ill, to a children’s hospital in Kyiv....","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2250559585.jpg?c=16x9&q=w_800,c_fill",United States,Politics,left
Six House Republicans defy Trump to block his Canada tariffs,CNN,https://www.cnn.com/2026/02/11/politics/house-republicans-trump-canada-tariff-vote,2026-02-11,"In a vote that GOP leaders fought hard to avoid, a half dozen Republicans sent a blunt message to President Donald Trump that they do not support the tariff regime that he has made the centerpiece of his second term....","https://media.cnn.com/api/v1/images/stellar/prod/2026-02-06t143159z-164591098-rc2eciacj5pm-rtrmadp-3-canada-economy.jpg?c=16x9&q=w_800,c_fill",United States,Politics,leaning-left
Analysis: What the Epstein files show vs. what the Trump team claimed,CNN,https://www.cnn.com/2026/02/11/politics/epstein-files-trump-claims-contradictions-analysis,2026-02-11,"A newly discovered document in the Jeffrey Epstein files undermines one of President Donald Trump’s central claims about the matter — specifically, his supposed lack of knowledge of Epstein’s misconduct. And it’s hardly alone....","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2259686863.jpg?c=16x9&q=w_800,c_fill",United States,Politics,left
"What we know about the shooting in Tumbler Ridge, British Columbia",CNN,https://www.cnn.com/2026/02/11/americas/canada-mass-shooting-school-latam-intl,2026-02-11,"The tiny mountain town of Tumbler Ridge, British Columbia, witnessed one of the worst school shootings in recent Canadian history on Tuesday. Authorities say that an 18-year-old female killed at least eight people, including two family members, and injured at least 25 others in two separate...","https://media.cnn.com/api/v1/images/stellar/prod/ap26042630825069-20260211201549903.jpg?c=16x9&q=w_800,c_fill",United States,Crime,left
"All Olympic curling stones are made with granite from Ailsa Craig, a small uninhabited island",CNN,https://www.cnn.com/2026/02/11/science/curling-stones-science-winter-olympics,2026-02-11,"Team USA won silver in mixed doubles curling on Tuesday after reaching the event’s final for the first time during the Winter Olympics. In the semifinal against Italy on Monday, American curler Cory Thiesse made the winning shot that knocked the Italian team’s curling stone out of its place....","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2260060789.jpg?c=16x9&q=w_800,c_fill",United States,Sports,leaning-left
"James Van Der Beek, ‘Dawson’s Creek’ star, has died",CNN,https://www.cnn.com/2026/02/11/entertainment/james-van-der-beek-death,2026-02-11,"James Van Der Beek, the soft-eyed actor whose boyish good looks and earnestness landed him the leading role in ’90s teen drama “Dawson’s Creek” and catapulted him to stardom, has died. He was 48. The actor died Wednesday, according to a statement posted to his verified Instagram....","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2214524169-20260211193524545.jpg?c=16x9&q=w_800,c_fill",United States,Entertainment,left
Bangladesh election candidates: Gen Z won the revolution but the old guard are dominating,CNN,https://www.cnn.com/2026/02/09/asia/bangladesh-election-candidates-old-guard-intl-hnk,2026-02-09,Bangladesh votes on Thursday in the first election since a Gen Z rebellion toppled an ageing autocrat – an uprising tens of millions of young people dreamt could chart a new course for their country....,"https://media.cnn.com/api/v1/images/stellar/prod/2024-08-11t162115z-1240748254-rc2c89a7t7r6-rtrmadp-3-bangladesh-protests.JPG?c=16x9&q=w_800,c_fill",United States,Politics,left
Russian drone strike kills three Ukrainian toddlers and their father,CNN,https://www.cnn.com/2026/02/11/europe/russian-drone-strike-toddlers-killed,2026-02-11,"Three toddlers and their father were killed in a Russian drone strike in eastern Ukraine that also injured their pregnant mother, local emergency services said. The family only arrived in the town of Bohodukhiv, some 60 kilometers (38 miles) west of Kharkiv, the previous day after fleeing shelling,...","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2261059295.jpg?c=16x9&q=w_800,c_fill",United States,Crime,left
"US troops to Nigeria will avoid combat, focus on training, military says",CNN,https://www.cnn.com/2026/02/11/africa/us-troops-military-training-nigeria-intl,2026-02-11,"Abuja, Nigeria Reuters — Nigeria’s military said on Wednesday that about 200 US troops due to arrive in the coming weeks would not take part in combat action and that Nigerian forces would retain full control over all security decisions....","https://media.cnn.com/api/v1/images/stellar/prod/2025-11-07t114120z-1344959122-rc2jrhaeuk1o-rtrmadp-3-usa-trump-nigeria.JPG?c=16x9&q=w_800,c_fill",United States,Politics,left
Scuffle breaks out in Turkey’s parliament,CNN,https://www.cnn.com/2026/02/11/world/video/scuffle-turkey-parliament-erdogan-gurlek-protest-digvid-vrtc,2026-02-11,"Iranian protester to Trump: 'History is watching' After thousands of Iranians were killed in last month’s crackdown on protests, many have told CNN's Jomana Karadsheh they feel let down by President Trump who said the US would intervene if the regime opened fire on protesters....","https://media.cnn.com/api/v1/images/stellar/prod/260211-turkeyparlscufflevert-thumb.jpg?c=16x9&q=w_800,c_fill",United States,Politics,left
China is the planet’s clean energy superpower but there’s another country snapping at its heels — and it’s moving even faster,CNN,https://www.cnn.com/2026/02/11/climate/clean-energy-china-india-electrostates,2026-02-11,"Prem Chand is one of the many rickshaw drivers who spend their days darting and weaving along Delhi’s hectic roads. And like an increasing number of the city’s many thousands of rickshaws, Chand’s vehicle is electric....","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1346220361.jpg?c=16x9&q=w_800,c_fill",United States,Politics,leaning-left
Snoop Dogg’s fashion at the Milan Cortina Winter Olympics 2026,CNN,https://www.cnn.com/2026/02/11/style/milan-cortina-winter-olympics-snoop-dogg,2026-02-11,"After delighting onlookers with a series of stylish cameos at the Paris Games in 2024, Snoop Dogg is back at the Olympics with a new, slightly more official, job: coach. The gig comes with a fresh wardrobe of looks cooler than the snow-capped Italian alps....","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2260208671.jpg?c=16x9&q=w_800,c_fill",United States,Sports,left
Norwegian Olympic medal winner Sturla Holm Laegreid says he regrets going public with affair,CNN,https://www.cnn.com/2026/02/10/sport/sturla-holm-laegreid-affair-winter-olympics,2026-02-10,"In what may be an Olympic first, biathlete Sturla Holm Laegreid of Norway admitted in a televised interview that he cheated on his girlfriend. Laegreid made the revelation to Norwegian TV after taking bronze in the men’s 20km individual event. “Six months ago I met the love of my life....","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2260917711.jpg?c=16x9&q=w_800,c_fill",United States,Sports,left
"Word of the Week: The adorable, lethal ‘stoat’ is the face of the Winter Olympics",CNN,https://www.cnn.com/2026/02/11/sport/word-of-week-stoat-winter-olympics-cec,2026-02-11,"Tina and Milo — the sibling mascots representing the 2026 Olympic and Paralympic Winter Games, respectively — have been bouncing around Milan and Cortina, chopping it up with Snoop Dogg and cheering on athletes from the stands....","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2153280764.jpg?c=16x9&q=w_800,c_fill",United States,Sports,left
Trump admin removes Pride flag from Stonewall National Monument,CNN,https://www.cnn.com/2026/02/10/politics/pride-flag-removed-stonewall-monument-trump-administration,2026-02-10,"The Trump administration has removed an LGBTQ Pride flag from the Stonewall National Monument in New York City, the United States’ first national monument to LGBTQ rights, following a directive restricting what kinds of flags can be flown on National Park sites....","https://media.cnn.com/api/v1/images/stellar/prod/c-2026-02-10t191023z-1823009135-rc26jjaczxy2-rtrmadp-3-usa-lgbtq-stonewall.jpg?c=16x9&q=w_800,c_fill",United States,Politics,center
Breaking down the evidence DOJ used to justify searching a Fulton County elections office,CNN,https://www.cnn.com/2026/02/10/politics/fulton-county-search-warrant-annotated,2026-02-10,"President Donald Trump’s long-running stolen-election crusade entered a potentially fraught new phase recently, with the FBI search of an elections office in Fulton County, Georgia. Some fear it could be a precursor to an even more heavy-handed Trump intervention in American elections....","https://media.cnn.com/api/v1/images/stellar/prod/2026-01-28t195404z-1672680041-rc2iajaf9tcm-rtrmadp-3-usa-election-fbi.JPG?c=16x9&q=w_800,c_fill",United States,Politics,left
Grand jury declines to indict Democratic lawmakers who urged service members to disobey illegal Trump orders,CNN,https://www.cnn.com/2026/02/10/politics/jury-declines-to-indict-lawmakers-illegal-orders-video,2026-02-10,"A federal grand jury on Tuesday declined to indict Democratic lawmakers who posted a video urging service members and intelligence officials to disobey any illegal orders from the Trump administration, according to two people familiar with the matter....","https://media.cnn.com/api/v1/images/stellar/prod/20260210-6-lawmakers.jpg?c=16x9&q=w_800,c_fill",United States,Politics,left
AI researchers are sounding the alarm on their way out the door,CNN,https://www.cnn.com/2026/02/11/business/openai-anthropic-departures-nightcap,2026-02-11,"A version of this story appeared in ’ Nightcap . To get it in your inbox, for free here. New York — “The world is in peril,” warned the former head of Anthropic’s Safeguards Research team as he headed for the exit....","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1777459467.jpg?c=16x9&q=w_800,c_fill",United States,Technology,leaning-left
Instagram chief denies social media can be ‘clinically addictive’ in landmark case,CNN,https://www.cnn.com/2026/02/11/tech/instagram-chief-trial-social-media-addiction,2026-02-11,"Los Angeles — Adam Mosseri, the head of Instagram, testified on Wednesday that he does not think users can be “clinically addicted” to the social media app. Mosseri is the first executive to testify in the landmark social media addiction trial against YouTube and Instagram parent company Meta in a...","https://media.cnn.com/api/v1/images/stellar/prod/c-gettyimages-1237125169.jpg?c=16x9&q=w_800,c_fill",United States,Technology,left
"China’s AI industry looks unstoppable, but can it overtake the US for tech supremacy?",CNN,https://www.cnn.com/2026/02/10/tech/china-us-ai-race-challenges-intl-hnk-dst,2026-02-10,"Hong Kong — When China’s biggest artificial intelligence players gathered for a landmark meeting in Beijing in January, one question was in the spotlight: What are the chances of a Chinese AI firm overtaking US frontrunners in the next three to five years?...","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2255435113.jpg?c=16x9&q=w_800,c_fill",United States,Technology,leaning-left
Mandy Moore and Taylor Goldsmith nearly lost their dream home in the LA fires. Here’s how they rebuilt,CNN,https://www.cnn.com/2026/02/11/style/mandy-moore-home-altadena-ad,2026-02-11,"In 2020, Mandy Moore and her musician husband Taylor Goldsmith bought their dream home in Altadena, California, as a family of two, hiring a team to begin renovating the romantic Spanish Colonial Revival property and update its 1930s charm....","https://media.cnn.com/api/v1/images/stellar/prod/ad0326-moore-1.jpg?c=16x9&q=w_800,c_fill",United States,Business,leaning-left
The exacting vintage stores offering the cure to your fashion fatigue,CNN,https://www.cnn.com/2026/02/10/style/vintage-stores-offering-cure-to-fashion-fatigue,2026-02-10,"Les Archives, located in Paris’ 6th arrondissement, is a secondhand designer store rendered entirely in millennial pink. This is not your typical Aladdin’s Cave vintage shop, where rails are stacked on top of each other and garments fill every corner....","https://media.cnn.com/api/v1/images/stellar/prod/nordicpoetry-shop-v5.jpg?c=16x9&q=w_800,c_fill",United States,Entertainment,leaning-left
"pop star, a cliff edge and 2,000 daily visitors: How one Australian beauty spot spiraled into crisis",CNN,https://www.cnn.com/2026/02/11/travel/lincolns-rock-blue-mountains-sydney-overtourism-intl-hnk,2026-02-11,"Lincoln’s Rock has long been one of the Blue Mountains’ quieter sunset spots — a rocky overhang with sweeping views across eucalyptus valleys just outside Sydney. But in recent years, the once-sleepy Australian lookout has found itself at the center of a global social media storm....","https://media.cnn.com/api/v1/images/stellar/prod/j3tywy.jpg?c=16x9&q=w_800,c_fill",United States,Entertainment,leaning-left
"Iranian authorities subjected Nobel laureate Narges Mohammadi to ‘life-threatening mistreatment,’ Nobel Committee says",CNN,https://www.cnn.com/2026/02/11/world/hfr-iranian-authorities-subjected-nobel-laureate-narges-mohammadi-to-life-threatening-mistreatment-nobel-committee-says-hfr-hfr-hfr,2026-02-11,"Imprisoned Nobel peace laureate Narges Mohammadi was subjected to beatings and “life-threatening mistreatment” by Iranian authorities during her arrest and detention, the Norwegian Nobel Committee said Wednesday, citing “credible reports” that its chairman described to CNN as “horrifying.” Jørgen...","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2201521587.jpg?c=16x9&q=w_800,c_fill",United States,Health,leaning-left
How Palantir and AI money is shaping the midterms,CNN,https://www.cnn.com/2026/02/11/politics/palantir-midterms-artificial-intelligence-ai,2026-02-11,"“He’s running from his past, while ICE is in our communities,” the ad’s narrator says. The target of the ad is Alex Bores, a congressional candidate in New York City who used to work for Palantir, the tech company with long ties to defense and intelligence agencies....","https://media.cnn.com/api/v1/images/stellar/prod/01-gettyimages-1244621687.jpg?c=16x9&q=w_800,c_fill",United States,Politics,leaning-left
Video shows Epstein’s butler selling ‘little black book’,CNN,https://www.cnn.com/2026/02/11/politics/video/epstein-butler-little-black-book-vrtc,2026-02-11,"Trump pushes ahead with 250-foot arch despite concerns President Donald Trump wants to build an arch, and he wants it to be the biggest in the world. But even as he suggests he’ll sign an executive order for its construction, the project is facing pushback and will likely hit legal hurdles before...","https://media.cnn.com/api/v1/images/stellar/prod/117020-epsteinscannell-vrtc-thumbnail-clean.jpg?c=16x9&q=w_800,c_fill",United States,Politics,leaning-left
Team USA curler criticizes ICE operations in Minnesota,CNN,https://www.cnn.com/2026/02/11/sport/video/team-usa-curler-criticizes-ice-operations-in-minnesota-vrtc,2026-02-11,Olympic officials banned his helmet. He’ll wear it anyway Ukrainian skeleton athlete Vladyslav Heraskevych told CNN’s Amanda Davies he plans to compete in a helmet honoring 24 Ukrainian athletes killed in the war with Russia — despite an International Olympic Committee ban....,"https://media.cnn.com/api/v1/images/stellar/prod/117046-clean-uscurleronice-vrtc-00-00-27-19-still002.jpg?c=16x9&q=w_800,c_fill",United States,Sports,leaning-left
‘Shame on you!’: Lieu and Bondi spar over Trump and Epstein files,CNN,https://www.cnn.com/2026/02/11/politics/video/watch-exchange-between-lieu-and-bondi-over-trump-and-epstein-files-vrtc,2026-02-11,"'Shame on you!': Lieu and Bondi spar over Trump and Epstein files After Democratic Rep. Ted Lieu played a decades old clip of Jeffrey Epstein and Donald Trump speaking at a party, Attorney General Pam Bondi said “there is no evidence that Donald Trump has committed a crime.” President Trump has...","https://media.cnn.com/api/v1/images/stellar/prod/117057-bondi-lieu-00-00-42-10-still002.jpg?c=16x9&q=w_800,c_fill",United States,Politics,left
Catherine O’Hara cause of death revealed,CNN,https://www.cnn.com/2026/02/09/entertainment/catherine-ohara-cause-of-death,2026-02-09,"Catherine O’Hara died from a pulmonary embolism, with cancer as the underlying cause. A Los Angeles County death certificate issued Monday lists the pulmonary embolism, which occurs when a blood clot blocks an artery in the lungs, as the immediate cause of the actor’s January 30 death at age 71....","https://media.cnn.com/api/v1/images/stellar/prod/2015-02-23t120000z-1521741944-tb3eb2n08vrnv-rtrmadp-3-awards-oscars.JPG?c=16x9&q=w_800,c_fill",United States,Health,leaning-left
Bad Bunny’s Super Bowl halftime show performance redefined what it means to be an American patriot,CNN,https://www.cnn.com/2026/02/09/entertainment/bad-bunny-america-super-bowl-liam-ramos,2026-02-09,"In just over 13 minutes worth of music, stars and symbolism, Puerto Rican superstar Bad Bunny rewrote what it means to be American in a time of strife. For months, conservatives from the president on down have painted him as anti-American. Last night, Bad Bunny asked: What if I’m the real American?...","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2260107950.jpg?c=16x9&q=w_800,c_fill",United States,Entertainment,leaning-left
Nordic combined is facing steady decline. Its savior could be finally allowing women to compete,CNN,https://www.cnn.com/2026/02/10/sport/nordic-combined-malacinski-siblings-winter-olympics,2026-02-10,"A little more than a week before the 2026 Winter Olympics were set to begin, Annika and Niklas Malacinski dialed into a Zoom call from their World Cup event in Austria. The sibling tandem from Steamboat Springs, Colorado, are among the best in the US in Nordic combined, which combines perhaps the...","https://media.cnn.com/api/v1/images/stellar/prod/ap22166117744131.jpg?c=16x9&q=w_800,c_fill",United States,Sports,leaning-left
Trump’s push to audit voter rolls is already snaring US citizens,CNN,https://www.cnn.com/2026/02/09/politics/trump-voter-roll-audit-push,2026-02-09,"Sofia Minotti was surprised to receive a letter last October from her local elections office, saying she would be dropped from the voting rolls in 30 days unless she provided proof of her US citizenship....","https://media.cnn.com/api/v1/images/stellar/prod/usatsi-24690469.jpg?c=16x9&q=w_800,c_fill",United States,Politics,center
Democratic governors disinvited from traditionally bipartisan White House gatherings,CNN,https://www.cnn.com/2026/02/06/politics/white-house-democratic-governors-meeting,2026-02-06,"Every year, the nation’s governors convene in Washington, DC, for a friendly winter confab that includes a working meeting at the White House and a black-tie dinner hosted by the president. This year, President Donald Trump is adjusting the guest list for the long, bipartisan tradition....","https://media.cnn.com/api/v1/images/stellar/prod/democratic-gov-split.jpg?c=16x9&q=w_800,c_fill",United States,Politics,leaning-left
"Who is Jutta Leerdam, Dutch Olympic skating champion and Jake Paul’s fiancee?",CNN,https://www.cnn.com/2026/02/10/sport/jutta-leerdam-dutch-speed-skater-olympics,2026-02-10,"Milan, Italy — As tears streamed down her face, Dutch speed skater Jutta Leerdam saw all her sporting dreams come true. The speed skating superstar had not only won the women’s 1000m gold medal, but also set an Olympic record in the process....","https://media.cnn.com/api/v1/images/stellar/prod/2026-02-09t175043z-2050371324-up1em291dkhne-rtrmadp-3-olympics-2026-speedskating.JPG?c=16x9&q=w_800,c_fill",United States,Health,left
What does Tulsi Gabbard’s job as director of national intelligence have to do with elections?,CNN,https://www.cnn.com/2026/02/05/politics/gabbard-elections-intelligence,2026-02-05,"After intense criticism from some election officials after Director of National Intelligence Tulsi Gabbard was present during an FBI search of an elections office in Georgia last week, Gabbard defended her actions by pointing to a slew of intelligence laws and policies....","https://media.cnn.com/api/v1/images/stellar/prod/2025-07-23t183505z-26637595-rc2isfayjhw4-rtrmadp-3-usa-trump.jpg?c=16x9&q=w_800,c_fill",United States,Entertainment,left
"Muere el actor James Van Der Beek, protagonista de “Dawson's Creek”",CNN,https://cnnespanol.cnn.com/2026/02/11/entretenimiento/muere-james-van-der-beek-dawsons-creek-trax,2026-02-11,"El mundo del espectáculo está de luto. James Van Der Beek, el actor que dio vida al icónico Dawson Leery en el drama adolescente de los 90 “Dawson’s Creek”, falleció este miércoles a los 48 años....","https://media.cnn.com/api/v1/images/stellar/prod/ap25266805893150.jpg?c=16x9&q=w_800,c_fill",United States,Entertainment,leaning-left
Nuevos documentos del caso Epstein ponen bajo presión al equipo de Trump,CNN,https://cnnespanol.cnn.com/2026/02/11/eeuu/analisis-afirmo-equipo-trump-frente-archivos-epstein-trax,2026-02-11,"Un documento recién descubierto en los archivos de Jeffrey Epstein socava una de las afirmaciones centrales del presidente Donald Trump sobre el asunto, específicamente, su supuesta falta de conocimiento de la mala conducta del delincuente sexual convicto. Y no está solo....","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2259686863-20260211121542202.jpg?c=16x9&q=w_800,c_fill",United States,Politics,leaning-left
Trump afirma que le dijo a Netanyahu que seguiría buscando la vía diplomática con Irán,CNN,https://cnnespanol.cnn.com/2026/02/11/eeuu/trump-netanyahu-reunion-casa-blanca-trax,2026-02-11,"El presidente de EE.UU. Donald Trump le dijo al primer ministro de Israel, Benjamin Netanyahu, en una reunión el miércoles, que continuaría buscando un acuerdo diplomático con Irán, a pesar del escepticismo dentro del Gobierno de Netanyahu hacia los intentos de Trump para lograr acuerdos....","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2261081536-20260211164959986.jpg?c=16x9&q=w_800,c_fill",United States,Politics,center
5 conclusiones del testimonio combativo de Pam Bondi en la Comisión Judicial de la Cámara de Representantes,CNN,https://cnnespanol.cnn.com/2026/02/11/eeuu/conclusiones-testimonio-combativo-pam-bondi-trax,2026-02-11,"El testimonio de Pam Bondi, secretaria de Justicia de Estados Unidos, ante la Comisión Judicial de la Cámara de Representantes este miércoles fue uno de los más tensos y confrontativos hasta ahora por parte de un integrante del gabinete del presidente Donald Trump....","https://media.cnn.com/api/v1/images/stellar/prod/bd628727-b55b-4bc8-afd6-dafcb3d576f9.png?c=16x9&q=w_800,c_fill",United States,Politics,left
Fuerte advertencia de EE.UU. por la situación del puerto de Chancay en Perú y las inversiones de China en América Latina,CNN,https://cnnespanol.cnn.com/2026/02/11/eeuu/preocupacion-peru-facultades-puerto-chancay-china-orix,2026-02-11,"CNN Español — El Gobierno de Estados Unidos dijo este miércoles estar “preocupado” por la posibilidad de que el Gobierno de Perú pierda facultades para supervisar el puerto de Chancay, una megaterminal inaugurada en noviembre de 2024 y que es operada por la empresa Cosco Shipping Ports Chancay...","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2181420122.jpg?c=16x9&q=w_800,c_fill",United States,Politics,left
"""Lo que está sucediendo en Minnesota está mal"", dice el curlista Rich Ruohonen sobre operaciones de ICE",CNN,https://cnnespanol.cnn.com/2026/02/11/eeuu/video/curlista-minnesota-juegos-invierno-trax,2026-02-11,"""Lo que está sucediendo en Minnesota está mal"", dice el curlista Rich Ruohonen sobre operaciones de ICE El curler masculino del equipo estadounidense, Rich Ruohonen, criticó las operaciones de ICE en Minnesota durante una conferencia de prensa en los Juegos Olímpicos de Invierno....","https://media.cnn.com/api/v1/images/stellar/prod/renamethishorizontal-00-00-26-05-still001.jpg?c=16x9&q=w_800,c_fill",United States,Politics,left
